"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","ISSUEDDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","STATSCANADABUILDINGCODE","STATSCANADABUILDINGCODEDESC","STATSCANADAWORKCODE","STATSCANADAWORKCODEDESC","STATSCANADAUNITSCREATED","STATSCANADAUNITSLOST","BUILDINGAREAM2","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","CONSTRUCTIONVALUE"
"BP009025","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/12/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","12/21/2011 12:00:00 AM","2013700420001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","55.74000000","","42","COALBANKS LINK W","42 COALBANKS LINK W","0714402","12","10","PLAN 0714402 BLOCK 12 LOT 10","453300","9600.00000000"
"BP009026","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/12/2010 12:00:00 AM","3/19/2010 12:00:00 AM","3/19/2010 12:00:00 AM","2/2/2012 12:00:00 AM","1043700030001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","137.03000000","","3","SIXMILE RIDGE S","3 SIXMILE RIDGE S","0913128","26","14","PLAN 0913128 BLOCK 26 LOT 14","457836","128390.00000000"
"BP009027","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","3/12/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","10/6/2010 12:00:00 AM","2006902600001","INDIAN BATTLE HEIGHTS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","40.88000000","","260","BLACKFOOT CIR W","260 BLACKFOOT CIR W","0013101","11","29","PLAN 0013101 BLOCK 11 LOT 29","384268","8800.00000000"
"BP009028","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","3/15/2010 12:00:00 AM","4/22/2010 12:00:00 AM","4/22/2010 12:00:00 AM","9/11/2012 12:00:00 AM","2086304420001","RIVERSTONE","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","52.00000000","","442","STONECREST TERR W","442 STONECREST TERR W","0815581","20","27","PLAN 0815581 BLOCK 20 LOT 27","456210","11200.00000000"
"BP009029","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/15/2010 12:00:00 AM","3/19/2010 12:00:00 AM","3/19/2010 12:00:00 AM","4/5/2011 12:00:00 AM","4027401290001","UPLANDS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","119.60000000","","129","GRIZZLY TERR N","129 GRIZZLY TERR N","0614097","17","22","PLAN 0614097 BLOCK 17 LOT 22","426730","130370.00000000"
"BP009030","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/15/2010 12:00:00 AM","3/19/2010 12:00:00 AM","3/19/2010 12:00:00 AM","12/28/2011 12:00:00 AM","4080604740001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","126.72000000","","474","MARY CAMERON CRES N","474 MARY CAMERON CRES N","0715448","2","90","PLAN 0715448 BLOCK 2 LOT 90","453734","114068.00000000"
"BP009031","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/15/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","6/24/2010 12:00:00 AM","1051804600001","SOUTHGATE","210","DUPLEX (SIDExSIDE)","03","ALTERATIONS/IMPROVEMENTS","","","132.67000000","","460","COULEECREEK BLVD S","460 COULEECREEK BLVD S","0716433","","13","CONDOMINIUM PLAN 0716433 UNIT 13","454162","22848.00000000"
"BP009032","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/15/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","1/13/2011 12:00:00 AM","4218019150033","WINSTON CHURCHILL","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","37.62000000","33","1915","18 AVE N","33-1915 18 AVE N","0813447","","34","CONDOMINIUM PLAN 0813447 UNIT 34","455514","6480.00000000"
"BP009033","BUILDING - COMMERCIAL","RENO","COMPLETED","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","3/15/2010 12:00:00 AM","7/27/2010 12:00:00 AM","1018504910040","WT HILL BUSINESS PARK","510","RETAIL / WHOLESALE","03","ALTERATIONS/IMPROVEMENTS","","","144.00000000","40","491","W T HILL BLVD S","40-491 W T HILL BLVD S","0910883","","4","CONDOMINIUM PLAN 0910883 UNIT 4","457458","35000.00000000"
"BP009034","BUILDING - COMMERCIAL","NEW","COMPLETED","3/15/2010 12:00:00 AM","3/24/2010 12:00:00 AM","3/24/2010 12:00:00 AM","6/18/2010 12:00:00 AM","1046027100001","HENDERSON LAKE","999","USER ENTERED","15","GARAGE & CARPORT","","","40.88000000","","2710","PARKSIDE DR S","2710 PARKSIDE DR S","1178GT","M","","PLAN 1178GT BLOCK M
AREA: 46.8 HECTARES (115.71 ACRES) MORE OR LESS","261565","18000.00000000"
"BP009035","BUILDING - COMMERCIAL","ADDITION","COMPLETED","3/15/2010 12:00:00 AM","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","2/2/2012 12:00:00 AM","1048025100001","TUDOR ESTATES","560","INDOOR REC BLDG","02","ADDITION TO EXISTING","","","186.00000000","","2510","SCENIC DR S","2510 SCENIC DR S","7410751","2","2","PLAN 7410751 BLOCK 2 LOT 2 CONTAINING 10.3 HECTARES (25.56 ACRES) MORE OR LESS EXCEPTING THEREOUT: PLAN           NUMBER     HECTARES     (ACRES)     MORE OR LESS ROAD           0012979    0.763         1.89","384128","532000.00000000"
"BP009036","BUILDING - RESIDENTIAL","OTHER","COMPLETED","3/16/2010 12:00:00 AM","3/16/2010 12:00:00 AM","3/16/2010 12:00:00 AM","4/5/2012 12:00:00 AM","4030000060001","PARK MEADOWS","110","SINGLE HOUSE","14","SWIMMING POOL","","","0.00000000","","6","HONEYSUCKLE RD N","6 HONEYSUCKLE RD N","1737LK","19","44","PLAN 1737LK BLOCK 19 LOT 44","286989","1000.00000000"
"BP009037","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/16/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","5/19/2010 12:00:00 AM","2083602020001","RIVERSTONE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","95.69000000","","202","RIVERMILL MANOR W","202 RIVERMILL MANOR W","0414423","12","28","PLAN 0414423 BLOCK 12 LOT 28","409223","17980.00000000"
"BP009038","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/16/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/25/2011 12:00:00 AM","1054104110001","FAIRMONT","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","53.05000000","","411","GATEWAY CRES S","411 GATEWAY CRES S","0610307","3","3","PLAN 0610307 BLOCK 3 LOT 3","420136","9136.00000000"
"BP009039","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/16/2010 12:00:00 AM","7/5/2010 12:00:00 AM","7/5/2010 12:00:00 AM","8/26/2010 12:00:00 AM","4113023000074","ST EDWARDS","130","MANUF./MOBILE HOME","03","ALTERATIONS/IMPROVEMENTS","1.00000000","","89.10000000","74","2300","13 ST N","74-2300 13 ST N","","","","","433611","1280.00000000"
"BP009040","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","3/17/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/30/2010 12:00:00 AM","3/28/2012 12:00:00 AM","4031908100001","UPLANDS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","64.20000000","","810","KODIAK BAY N","810 KODIAK BAY N","0715659","14","85","PLAN 0715659 BLOCK 14 LOT 85","453887","13800.00000000"
"BP009041","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/17/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","10/7/2010 12:00:00 AM","2084700760001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","108.30000000","","76","RIVERTON CRES W","76 RIVERTON CRES W","0710647","11","133","PLAN 0710647 BLOCK 11 LOT 133","452618","95416.00000000"
"BP009042","BUILDING - COMMERCIAL","RENO","COMPLETED","3/17/2010 12:00:00 AM","4/30/2010 12:00:00 AM","4/30/2010 12:00:00 AM","6/15/2010 12:00:00 AM","4113001040001","SENATOR BUCHANAN","510","RETAIL / WHOLESALE","03","ALTERATIONS/IMPROVEMENTS","","","637.00000000","","108","13 ST N","108 13 ST N","","","","","458424","172000.00000000"
"BP009043","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/17/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","12/7/2010 12:00:00 AM","2028601100001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","73.95000000","","110","KEYSTONE TERR W","110 KEYSTONE TERR W","0814635","2","3","PLAN 0814635 BLOCK 2 LOT 3","455775","14236.00000000"
"BP009044","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/17/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","8/2/2012 12:00:00 AM","1054801280001","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","92.16000000","","128","GATEWAY MEWS S","128 GATEWAY MEWS S","0715701","11","27","PLAN 0715701 BLOCK 11 LOT 27","453953","132777.00000000"
"BP009045","BUILDING - RESIDENTIAL","DECK","COMPLETED","3/17/2010 12:00:00 AM","3/23/2010 12:00:00 AM","3/23/2010 12:00:00 AM","8/26/2010 12:00:00 AM","2013400610001","RIDGEWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","30.94000000","","61","COACHWOOD RD W","61 COACHWOOD RD W","8710990","29","28","PLAN 8710990 BLOCK 29 LOT 28","213867","3330.00000000"
"BP009046","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/17/2010 12:00:00 AM","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","9/24/2010 12:00:00 AM","1054602030001","FAIRMONT","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","80.64000000","","203","GATEWAY MANOR S","203 GATEWAY MANOR S","0715701","11","48","PLAN 0715701 BLOCK 11 LOT 48","453974","118486.00000000"
"BP009047","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/17/2010 12:00:00 AM","3/22/2010 12:00:00 AM","3/22/2010 12:00:00 AM","9/11/2012 12:00:00 AM","4027401660001","UPLANDS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","141.96000000","","166","GRIZZLY TERR N","166 GRIZZLY TERR N","0614097","12","61","PLAN 0614097 BLOCK 12 LOT 61","426674","134622.00000000"
"BP009048","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/17/2010 12:00:00 AM","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","12/23/2010 12:00:00 AM","2010507600001","PARADISE CANYON","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","140.66000000","","760","CANYONVIEW CLOSE W","760 CANYONVIEW CLOSE W","0715980","4","32","PLAN 0715980 BLOCK 4 LOT 32","454097","116968.00000000"
"BP009049","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/17/2010 12:00:00 AM","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","1/12/2011 12:00:00 AM","1043700340001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","73.21000000","","34","SIXMILE RIDGE S","34 SIXMILE RIDGE S","0913128","22","9","PLAN 0913128 BLOCK 22 LOT 9","457808","109954.00000000"
"BP009050","BUILDING - COMMERCIAL","NEW","CANCELLED","3/17/2010 12:00:00 AM","4/28/2010 12:00:00 AM","4/28/2010 12:00:00 AM","3/17/2010 12:00:00 AM","2066208530001","SUNRIDGE","350","CONDO","01","NEW CONSTRUCTION","4.00000000","","297.00000000","","853","MT SUNDANCE MANOR W","853 MT SUNDANCE MANOR W","0814187","","24","CONDOMINIUM PLAN 0814187 UNIT 24","455617","290000.00000000"
"BP009051","BUILDING - COMMERCIAL","NEW","CANCELLED","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","4/28/2010 12:00:00 AM","6/30/2010 12:00:00 AM","2066208610001","SUNRIDGE","350","CONDO","01","NEW CONSTRUCTION","4.00000000","","297.00000000","","861","MT SUNDANCE MANOR W","861 MT SUNDANCE MANOR W","0814187","","28","CONDOMINIUM PLAN 0814187 UNIT 28","455621","290000.00000000"
"BP009052","BUILDING - COMMERCIAL","NEW","CANCELLED","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","3/24/2010 12:00:00 AM","6/4/2010 12:00:00 AM","2066208290001","SUNRIDGE","350","CONDO","01","NEW CONSTRUCTION","6.00000000","","438.00000000","","829","MT SUNDANCE MANOR W","829 MT SUNDANCE MANOR W","0814187","","12","CONDOMINIUM PLAN 0814187 UNIT 12","455605","433000.00000000"
"BP009053","BUILDING - COMMERCIAL","NEW","CANCELLED","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","3/24/2010 12:00:00 AM","6/24/2010 12:00:00 AM","2066208410001","SUNRIDGE","350","CONDO","01","NEW CONSTRUCTION","6.00000000","","438.00000000","","841","MT SUNDANCE MANOR W","841 MT SUNDANCE MANOR W","0814187","","18","CONDOMINIUM PLAN 0814187 UNIT 18","455611","433000.00000000"
"BP009054","BUILDING - COMMERCIAL","NEW","CANCELLED","3/17/2010 12:00:00 AM","3/17/2010 12:00:00 AM","5/6/2010 12:00:00 AM","6/4/2010 12:00:00 AM","2066208690001","SUNRIDGE","350","CONDO","01","NEW CONSTRUCTION","6.00000000","","446.00000000","","869","MT SUNDANCE MANOR W","869 MT SUNDANCE MANOR W","0814187","","32","CONDOMINIUM PLAN 0814187 UNIT 32","455625","433000.00000000"
"BP009055","BUILDING - RESIDENTIAL","ADDITION","COMPLETED","3/18/2010 12:00:00 AM","9/3/2010 12:00:00 AM","9/3/2010 12:00:00 AM","3/14/2016 12:00:00 AM","1207008220001","LONDON ROAD","110","SINGLE HOUSE","02","ADDITION TO EXISTING","","","41.62000000","","822","7 AVE S","822 7 AVE S","5728S","3","6,7","PLAN 5728S BLOCK 3 LOTS 6 AND 7","202814","47936.00000000"
"BP009056","BUILDING - RESIDENTIAL","OTHER","COMPLETED","3/18/2010 12:00:00 AM","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","2/2/2012 12:00:00 AM","1112111100001","FLEETWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","1110","12A ST S","1110 12A ST S","2478R","16","5,6","PLAN 2478R  BLOCK 16  LOTS 5 AND 6","247565","2000.00000000"
"BP009057","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","3/18/2010 12:00:00 AM","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","1/31/2011 12:00:00 AM","2060307270001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","52.96000000","","727","SILKSTONE CLOSE W","727 SILKSTONE CLOSE W","0814784","8","27","PLAN 0814784 BLOCK 8 LOT 27","456001","70898.00000000"
"BP009058","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/18/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","2/7/2011 12:00:00 AM","1043202720001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","59.85000000","","272","SIXMILE COMMON S","272 SIXMILE COMMON S","0814675","24","39","PLAN 0814675 BLOCK 24 LOT 39","455894","112102.00000000"
"BP009059","BUILDING - COMMERCIAL","RENO","COMPLETED","3/18/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/5/2011 12:00:00 AM","1016424200001","FAIRMONT","540","RESTAURANT / BAR","03","ALTERATIONS/IMPROVEMENTS","","","394.00000000","","2420","FAIRWAY PLAZA RD S","2420 FAIRWAY PLAZA RD S","9512495","3","5","PLAN 9512495 BLOCK 3 LOT 5","362841","311000.00000000"
"BP009060","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/18/2010 12:00:00 AM","4/9/2010 12:00:00 AM","4/9/2010 12:00:00 AM","12/12/2011 12:00:00 AM","2086001300001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","97.91000000","","130","STONECREST PT W","130 STONECREST PT W","0815581","20","17","PLAN 0815581 BLOCK 20 LOT 17","456200","141984.00000000"
"BP009061","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/18/2010 12:00:00 AM","3/30/2010 12:00:00 AM","3/30/2010 12:00:00 AM","6/18/2010 12:00:00 AM","2060307250001","COPPERWOOD","110","SINGLE HOUSE","04","FOUNDATION","0.00000000","","52.95000000","","725","SILKSTONE CLOSE W","725 SILKSTONE CLOSE W","0814784","8","26","PLAN 0814784 BLOCK 8 LOT 26","456000","1000.00000000"
"BP009062","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","3/19/2010 12:00:00 AM","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","12/7/2010 12:00:00 AM","2060307250001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","","","54.26000000","","725","SILKSTONE CLOSE W","725 SILKSTONE CLOSE W","0814784","8","26","PLAN 0814784 BLOCK 8 LOT 26","456000","76882.00000000"
"BP009063","BUILDING - RESIDENTIAL","DECK","COMPLETED","3/19/2010 12:00:00 AM","3/30/2010 12:00:00 AM","3/30/2010 12:00:00 AM","2/6/2013 12:00:00 AM","2028601180001","COPPERWOOD","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","15.61000000","","118","KEYSTONE TERR W","118 KEYSTONE TERR W","0814635","2","5","PLAN 0814635 BLOCK 2 LOT 5","455777","1680.00000000"
"BP009064","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/19/2010 12:00:00 AM","4/19/2010 12:00:00 AM","4/19/2010 12:00:00 AM","4/27/2011 12:00:00 AM","1043700070001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","140.75000000","","7","SIXMILE RIDGE S","7 SIXMILE RIDGE S","0913128","26","15","PLAN 0913128 BLOCK 26 LOT 15","457837","134398.00000000"
"BP009065","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/19/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","7/19/2011 12:00:00 AM","4010601320001","UPLANDS","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","145.76000000","","132","COUGAR WAY N","132 COUGAR WAY N","0911841","17","32","PLAN 0911841 BLOCK 17 LOT 32","457559","106740.00000000"
"BP009066","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/19/2010 12:00:00 AM","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","1/5/2012 12:00:00 AM","1053002220001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","191.75000000","","222","COULEESPRINGS GROVE S","222 COULEESPRINGS GROVE S","0812716","19","31","PLAN 0812716 BLOCK 19 LOT 31","455321","200522.00000000"
"BP009067","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/19/2010 12:00:00 AM","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","7/5/2011 12:00:00 AM","1043800170001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","111.40000000","","17","SIXMILE RD S","17 SIXMILE RD S","0913128","21","5","PLAN 0913128 BLOCK 21 LOT 5","457797","125714.00000000"
"BP009068","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/22/2010 12:00:00 AM","3/24/2010 12:00:00 AM","3/24/2010 12:00:00 AM","6/18/2010 12:00:00 AM","2060307620001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","04","FOUNDATION","0.00000000","","113.70000000","","762","SILKSTONE CLOSE W","762 SILKSTONE CLOSE W","0814784","9","7","PLAN 0814784 BLOCK 9 LOT 7","456024","1000.00000000"
"BP009069","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/22/2010 12:00:00 AM","3/31/2010 12:00:00 AM","3/31/2010 12:00:00 AM","10/6/2010 12:00:00 AM","4076900030001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","115.94000000","","3","JESSIE URSENBACH WAY N","3 JESSIE URSENBACH WAY N","0715448","6","20","PLAN 0715448 BLOCK 6 LOT 20","453745","101053.00000000"
"BP009070","BUILDING - RESIDENTIAL","DECK","COMPLETED","3/22/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","5/6/2010 12:00:00 AM","4068001120001","ST EDWARDS","110","SINGLE HOUSE","02","ADDITION TO EXISTING","","","14.31000000","","112","ST JAMES BLVD N","112 ST JAMES BLVD N","9910328","3","7","PLAN 9910328 BLOCK 3 LOT 7","375777","2156.00000000"
"BP009071","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","3/22/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","10/29/2010 12:00:00 AM","2060307620001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","1.00000000","","55.18000000","","762","SILKSTONE CLOSE W","762 SILKSTONE CLOSE W","0814784","9","7","PLAN 0814784 BLOCK 9 LOT 7","456024","69018.00000000"
"BP009072","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/22/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","2/2/2011 12:00:00 AM","2066400790001","SUNRIDGE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","67.40000000","","79","MT SUNDANCE RD W","79 MT SUNDANCE RD W","0812285","6","52","PLAN 0812285 BLOCK 6 LOT 52","455070","78510.00000000"
"BP009073","BUILDING - COMMERCIAL","OTHER","COMPLETED","3/22/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/5/2011 12:00:00 AM","1011330000001","LETHBRIDGE COLLEGE","622","SECONDARY SCHOOL","06","MECHANICAL","","","0.00000000","","3000","POLYTECHNIC DR S","3000 POLYTECHNIC DR S","8410811","1,2","","PLAN 8410811 BLOCK 2

PLAN 8410811 BLOCK 1
CONTAINING 53.6 HECTARES( 132.4 ACRES) MORE OR LESS
EXCEPTING THEREOUT:
PLAN NUMBER HECTARES (ACRES) MORE OR LESS
ROAD 2511313 0.033 0.08
EXCEPTING THEREOUT ALL MINES AND MINERALS","229652","2832084.00000000"
"BP009074","BUILDING - RESIDENTIAL","NEW 2 UNIT","COMPLETED","3/22/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","1/13/2011 12:00:00 AM","2060307640001","COPPERWOOD","210","DUPLEX (SIDExSIDE)","01","NEW CONSTRUCTION","1.00000000","","55.18000000","","764","SILKSTONE CLOSE W","764 SILKSTONE CLOSE W","0814784","9","8","PLAN 0814784 BLOCK 9 LOT 8","456025","66608.00000000"
"BP009075","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/23/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","8/18/2010 12:00:00 AM","2061104250001","COPPERWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","98.38000000","","425","TWINRIVER RD W","425 TWINRIVER RD W","0914592","14","16","PLAN 0914592 BLOCK 14 LOT 16","457876","70762.00000000"
"BP009076","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","3/23/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","5/11/2010 12:00:00 AM","1114006120001","VICTORIA PARK","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","0.00000000","","612","14 ST S","612 14 ST S","4353S","123","12,13","PLAN 4353S BLOCK 123 LOTS 12 AND 13","317964","660.00000000"
"BP009077","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/23/2010 12:00:00 AM","3/23/2010 12:00:00 AM","3/24/2010 12:00:00 AM","6/14/2010 12:00:00 AM","2061104250001","COPPERWOOD","110","SINGLE HOUSE","04","FOUNDATION","","","98.38000000","","425","TWINRIVER RD W","425 TWINRIVER RD W","0914592","14","16","PLAN 0914592 BLOCK 14 LOT 16","457876","1000.00000000"
"BP009078","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/23/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","11/24/2010 12:00:00 AM","2061104210001","COPPERWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","87.05000000","","421","TWINRIVER RD W","421 TWINRIVER RD W","0914592","14","17","PLAN 0914592 BLOCK 14 LOT 17","457877","61842.00000000"
"BP009079","BUILDING - COMMERCIAL","NEW","COMPLETED","3/23/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","8/4/2011 12:00:00 AM","4141011180001","CHURCHILL INDUSTRIAL PARK","520","OFFICE BLDG","01","NEW CONSTRUCTION","","","597.00000000","","1118","41 ST N","1118 41 ST N","0611268","20","16","PLAN 0611268 BLOCK 20 LOT 16","421144","1180000.00000000"
"BP009080","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/23/2010 12:00:00 AM","3/23/2010 12:00:00 AM","3/24/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2061104210001","COPPERWOOD","110","SINGLE HOUSE","04","FOUNDATION","","","87.05000000","","421","TWINRIVER RD W","421 TWINRIVER RD W","0914592","14","17","PLAN 0914592 BLOCK 14 LOT 17","457877","1000.00000000"
"BP009081","BUILDING - RESIDENTIAL","GARAGE-DET","EXPIRED","3/23/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","3/3/2011 12:00:00 AM","2061104210001","COPPERWOOD","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","40.97000000","","421","TWINRIVER RD W","421 TWINRIVER RD W","0914592","14","17","PLAN 0914592 BLOCK 14 LOT 17","457877","8820.00000000"
"BP009082","BUILDING - RESIDENTIAL","DECK","COMPLETED","3/23/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","7/28/2010 12:00:00 AM","4127008260001","MAJESTIC PLACE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","16.72000000","","826","27 ST N","826 27 ST N","2896IB","1","17","PLAN 2896IB BLOCK 1 LOT 17","325706","1800.00000000"
"BP009083","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/23/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","6/16/2010 12:00:00 AM","4078003420001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","57.60000000","","342","LETTICE PERRY RD N","342 LETTICE PERRY RD N","0712105","8","6","PLAN 0712105 BLOCK 8 LOT 6","452789","9920.00000000"
